name,seed,clean_accuracy,baseline_fgsm_accuracy,baseline_pgd_accuracy
axon_002,42,0.7428944789284547,0.024175106174452794,0.0
baseline,42,0.7428944789284547,0.022541653054557333,0.0
combined_low,42,0.7415877164325384,0.03234237177393009,0.0
contrast_p010_a001,42,0.7468147664162038,0.026135249918327344,0.0
dendrite_002,42,0.7481215289121202,0.024501796798431886,0.0
lateral_005,42,0.7389741914407056,0.026135249918327344,0.0
pyramidal_002,42,0.7412610258085593,0.02907546553413917,0.0
