name,seed,clean_accuracy,baseline_fgsm_accuracy,baseline_pgd_accuracy
axon_002,44,0.7422410976804966,0.02319503430251552,0.0
baseline,44,0.7451813132963084,0.022868343678536424,0.0
combined_low,44,0.7461613851682457,0.021561581182620058,0.0
contrast_p010_a001,44,0.7455080039202875,0.02515517804639007,0.0
dendrite_002,44,0.7432211695524339,0.02319503430251552,0.0
lateral_005,44,0.7432211695524339,0.026788631166285527,0.0
pyramidal_002,44,0.7451813132963084,0.02548186867036916,0.0
